PC1,PC2,PC3,PC4,PC5,País
-2721527.5,-389011.06,124982.29,-64434.43,71756.84,Bélgica-Luxemburgo
-2202351.0,-502233.84,107937.79,-9245.149,-83295.61,Checoslovaq
-3268100.5,151943.27,-291143.0,-58564.57,-10213.902,Etiopía RDP
-3029893.8,926493.8,141701.69,7583.7295,-7077.219,Territorio de las Islas del Pacífico
14096502.0,35403.664,-10857.071,-340.8454,2350.523,URSS
-2874631.2,-222594.34,-72622.516,125001.62,26478.32,Yugoslav RFS
