País,Producto,Elemento,Año,Valor,Z_score
Sudán,Otro,Emisiones (CO2eq) (AR5),2018,33678.598,9.155603
Sudán,Otro,Emisiones (CO2eq) (AR5),2016,33244.35,9.036109
Sudán,Otro,Emisiones (CO2eq) (AR5),2017,33116.914,9.001042
Sudán,Otro,Emisiones (CO2eq) (AR5),2015,32523.67,8.837795
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,32050.998,8.707727
Sudán,Otro,Emisiones (CO2eq) (AR5),2014,31943.121,8.678041
Sudán,Otro,Emisiones (CO2eq) (AR5),2013,31772.154,8.630996
Sudán,Otro,Emisiones (CO2eq) (AR5),2012,31688.268,8.607912
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,30817.088,8.368184
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2020,29868.691,8.107207
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2019,29517.09,8.010455
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,29516.615,8.0103245
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2018,29456.0,7.9936447
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2022,29345.629,7.963273
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,29258.404,7.939271
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2021,28686.727,7.7819586
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,28326.457,7.682821
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,27993.27,7.5911355
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,27045.066,7.330212
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2017,26885.004,7.2861667
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2015,26704.18,7.236408
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2016,26683.55,7.230732
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2014,26654.432,7.2227187
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2013,26418.53,7.157804
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2012,26320.795,7.13091
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2020,25939.525,7.0259933
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,25546.336,6.917797
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,25539.586,6.9159393
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2021,25192.809,6.8205147
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2016,25108.273,6.7972527
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2022,25049.84,6.7811728
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2018,24873.59,6.732673
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2017,24765.098,6.7028184
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2019,24643.754,6.6694274
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,24130.102,6.5280824
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,24120.277,6.525379
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2015,23936.787,6.474887
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2013,23897.94,6.464197
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2014,23798.695,6.4368873
Sudán,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2012,23550.1,6.3684797
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,23477.855,6.3486
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,23294.53,6.2981524
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,23267.484,6.2907104
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,23243.17,6.28402
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,23124.56,6.2513814
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,23093.252,6.242766
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,23067.344,6.2356367
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,22700.45,6.134676
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,22626.314,6.1142755
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2022,22574.635,6.1000547
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,22492.209,6.077373
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2021,22407.154,6.053968
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,22390.508,6.049387
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,22268.152,6.015718
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2020,22264.188,6.014627
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,22244.998,6.0093465
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,22169.021,5.9884396
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,22143.404,5.98139
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2019,22116.688,5.974038
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,22070.572,5.9613485
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,22021.129,5.947743
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,22007.162,5.9438996
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2018,21970.355,5.933771
Sudán,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,21946.916,5.927321
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,21889.584,5.911545
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,21856.94,5.9025617
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2022,21825.24,5.893839
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2022,21825.24,5.893839
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2017,21808.016,5.889099
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2018,21715.188,5.863555
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2021,21662.637,5.8490944
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2021,21662.637,5.8490944
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2016,21639.688,5.842779
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,21625.082,5.83876
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2015,21608.684,5.8342476
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2020,21523.75,5.810876
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2020,21523.75,5.810876
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2019,21381.365,5.7716947
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2019,21381.365,5.7716947
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,21364.402,5.767027
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2014,21313.658,5.7530637
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2020,21297.064,5.7484975
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2018,21240.121,5.7328277
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2018,21240.121,5.7328277
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2013,21202.465,5.7224655
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,21138.328,5.704817
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2017,21083.611,5.68976
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2017,21083.611,5.68976
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,21068.264,5.685537
Sudán,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de N2O (AR5),2012,21059.1,5.683015
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,21057.85,5.682671
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,20949.947,5.652979
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2016,20921.963,5.645278
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2016,20921.963,5.645278
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2015,20870.393,5.6310873
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2015,20870.393,5.6310873
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,20864.225,5.62939
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,20751.371,5.5983353
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,20724.346,5.5908985
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,20684.105,5.5798254
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2014,20610.27,5.5595074
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2014,20610.27,5.5595074
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,20553.309,5.5438333
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2013,20503.129,5.530025
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2013,20503.129,5.530025
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) proveniente de N2O (AR5),2012,20370.975,5.493659
Sudán,Estiércol depositado en las pasturas,Emisiones (CO2eq) (AR5),2012,20370.975,5.493659
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,20330.996,5.482658
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2018,20280.69,5.468815
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2021,20265.385,5.4646034
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2016,20262.59,5.4638343
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,20080.068,5.4136086
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,20070.84,5.411069
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,19986.756,5.3879313
Sudán del Sur,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,19810.305,5.339376
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2015,19778.96,5.330751
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2012,19772.8,5.329056
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2020,19721.402,5.3149123
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,19721.402,5.3149123
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2014,19689.682,5.3061833
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,19573.64,5.2742515
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2017,19508.99,5.256461
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2018,19481.863,5.2489967
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,19481.863,5.2489967
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,19476.312,5.247469
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2019,19476.312,5.247469
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2013,19433.021,5.2355566
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,19389.01,5.2234454
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2022,19389.01,5.2234454
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2022,19377.857,5.2203765
Sudán,Suelos agrícolas,Emisiones (CO2),2021,19111.469,5.147073
Sudán,Suelos agrícolas,Emisiones (CO2),2015,19105.838,5.145523
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2020,19090.785,5.1413813
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,18993.656,5.1146536
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2021,18993.656,5.1146536
Sudán,Suelos agrícolas,Emisiones (CO2),2019,18951.47,5.103045
Sudán,Suelos agrícolas,Emisiones (CO2),2018,18941.848,5.100397
Sudán,Suelos agrícolas,Emisiones (CO2),2022,18921.258,5.0947313
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2016,18799.205,5.0611453
Sudán,Suelos agrícolas,Emisiones (CO2),2020,18735.877,5.043719
Sudán,Suelos agrícolas,Emisiones (CO2),2017,18609.727,5.009005
Sudán,Suelos agrícolas,Emisiones (CO2),2016,18517.814,4.983713
Sudán del Sur,Otro,Emisiones (CO2eq) (AR5),2019,18505.914,4.980438
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,18312.518,4.9272203
