completitud_%,completitud_por_pais,gap_medio,gap_maximo,n_gaps,cv_medio,cv_std,densidad_temporal_media
34.55291551882461,"{'Gibraltar': 27.77777777777778, 'Guam': 52.56734006734007, 'Isla Norfolk': 21.443602693602692, 'Isla de Man': 23.316498316498315, 'Islas Anglonormandas': 17.36111111111111, 'Islas Caimán': 49.66329966329966, 'Islas Malvinas (Falkland Islands)': 48.65319865319865, 'Islas Marianas del Norte': 25.462962962962962, 'Islas Marshall': 31.18686868686869, 'Islas Svalbard y Jan Mayen': 15.972222222222221, 'Islas Vírgenes de los Estados Unidos': 42.466329966329965, 'Islas Wallis y Futuna': 55.387205387205384, 'Mayotte': 22.79040404040404, 'Montserrat': 56.73400673400673, 'Palau': 31.18686868686869, 'Pitcairn': 20.13888888888889, 'Samoa americana': 55.387205387205384, 'San Pedro y Miquelón': 49.32659932659933, 'Serbia y Montenegro': 26.80976430976431, 'Sudán': 21.52777777777778, 'Sudán del Sur': 21.317340067340066, 'Sáhara Occidental': 43.686868686868685}",24.462281015373616,33,2797,0.34480764190296376,0.870995555658493,30.0
