cluster_id,n_registros,n_paises,n_productos,n_elementos,año_min,año_max,tensor_shape,completitud_%,mean_normalized,std_normalized,window_size,n_sequences,correlacion_media_paises,n_outliers,cv_medio,gap_medio,varianza_pc1
1,971242,193,16,9,1961,2022,"[193, 16, 9, 62]",56.36583746541126,26757.56640625,267295.78125,5,57,0.5604372327681744,5672,0.4635496367109541,50.34565421186554,0.8931543827056885
