cluster_id,n_registros,n_paises,n_productos,n_elementos,año_min,año_max,tensor_shape,completitud_%,mean_normalized,std_normalized,window_size,n_sequences,correlacion_media_paises,n_outliers,cv_medio,gap_medio,varianza_pc1
0,81197,30,16,9,1990,2022,"[30, 16, 9, 33]",56.95636924803591,3520.38232421875,29429.89453125,5,28,0.13432463307211967,478,0.3001862053852731,14.27046511627907,0.9617114663124084
