completitud_%,completitud_por_pais,gap_medio,gap_maximo,n_gaps,cv_medio,cv_std,densidad_temporal_media
34.254495736002966,"{'Andorra': 19.836469534050178, 'Anguila': 17.38351254480287, 'Antillas Neerlandesas (ex)': 12.007168458781361, 'Aruba': 20.25089605734767, 'Ascensión, Santa Elena y Tristán de Acuña': 28.49462365591398, 'Bermudas': 34.67741935483871, 'China, RAE de Macao': 40.21057347670251, 'Groenlandia': 33.81496415770609, 'Guadalupe': 41.857078853046595, 'Guayana Francesa': 44.623655913978496, 'Islas Cook': 45.721326164874554, 'Islas Feroe': 45.810931899641574, 'Islas Turcas y Caicos': 17.753136200716845, 'Islas Vírgenes Británicas': 28.864247311827956, 'Kiribati': 44.937275985663085, 'Liechtenstein': 33.333333333333336, 'Maldivas': 36.64874551971326, 'Martinica': 39.49372759856631, 'Mónaco': 20.11648745519713, 'Nauru': 41.39784946236559, 'Niue': 42.18189964157706, 'Polinesia Francesa': 50.257616487455195, 'Puerto Rico': 49.09274193548387, 'Reunión': 43.78360215053763, 'San Marino': 19.64605734767025, 'Santa Sede': 16.87948028673835, 'Tokelau': 37.01836917562724, 'Tonga': 45.75492831541219, 'Tuvalu': 41.53225806451613}",47.628147733631785,62,3574,0.5293651404992483,1.0787790504794643,61.58620689655172
