País,Producto,Elemento,Año,Valor,Z_score
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),2004,1035.2761,4.1360803
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,1034.9893,4.1349077
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,1034.096,4.1312566
"China, RAE de Macao",Energía,Emisiones (CO2),1989,1034.0094,4.130903
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1986,1033.7152,4.1297007
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1978,1033.2867,4.127949
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),2003,1031.816,4.121938
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) (AR5),1992,1031.6375,4.121208
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) (AR5),1994,1031.5421,4.1208186
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) (AR5),1993,1031.2756,4.1197295
Antillas Neerlandesas (ex),Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,1031.1501,4.1192164
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1985,1030.7192,4.117455
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),2002,1030.0782,4.1148353
Puerto Rico,Otro,Emisiones (CO2),1990,1029.1184,4.1109123
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1978,1027.3844,4.103825
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),2001,1027.3042,4.103497
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1976,1026.2616,4.099236
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1994,1025.2549,4.095121
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1992,1024.9719,4.0939646
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),2000,1024.5906,4.092406
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1993,1024.5541,4.0922565
Antillas Neerlandesas (ex),Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,1023.6706,4.088646
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),1999,1020.5708,4.0759764
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1976,1019.7544,4.0726395
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1985,1019.536,4.071747
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),1998,1018.6884,4.0682826
Antillas Neerlandesas (ex),Suelos agrícolas,Emisiones (CO2eq) (AR5),2001,1016.9519,4.061185
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),1997,1015.6402,4.055824
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1989,1015.056,4.0534363
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) (AR5),1983,1013.8716,4.048595
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1983,1013.8716,4.048595
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1989,1013.6728,4.0477824
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),1996,1013.6233,4.0475802
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),1995,1011.7643,4.039982
Puerto Rico,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1973,1010.24,4.033752
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) (AR5),1990,1008.4788,4.0265536
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,1008.4788,4.0265536
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) (AR5),1977,1007.3868,4.02209
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1977,1007.3868,4.02209
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),1994,1006.5135,4.018521
Puerto Rico,Otro,Emisiones (CO2),2017,1004.97125,4.012217
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) (AR5),1986,1003.674,4.006915
Puerto Rico,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1986,1003.674,4.006915
Puerto Rico,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1973,1003.3128,4.005439
Guayana Francesa,Otro,Emisiones (CO2eq) (AR5),1998,1003.21674,4.0050464
Puerto Rico,Desechos,Emisiones (CO2eq) (AR5),1993,1003.034,4.004299
