Cluster,País_1,País_2,Años_overlap,Años_min_común,Años_max_común,Productos_comunes,Correlación,Años_solo_P1,Años_solo_P2,Rango_solo_P1,Rango_solo_P2
1,Egipto,Mozambique,62,1961,2022,41,0.5209327630317356,0,0,N/A-N/A,N/A-N/A
1,Egipto,Myanmar,62,1961,2022,42,0.5886815701734974,0,0,N/A-N/A,N/A-N/A
1,Egipto,Namibia,62,1961,2022,38,0.5055135665200456,0,0,N/A-N/A,N/A-N/A
1,Egipto,Nepal,62,1961,2022,40,0.6141635494950193,0,0,N/A-N/A,N/A-N/A
1,Egipto,Nicaragua,62,1961,2022,40,0.5266238349151546,0,0,N/A-N/A,N/A-N/A
1,Egipto,Níger,62,1961,2022,40,0.5265280483485999,0,0,N/A-N/A,N/A-N/A
1,Egipto,Nigeria,62,1961,2022,42,0.584783817786965,0,0,N/A-N/A,N/A-N/A
1,Egipto,Noruega,62,1961,2022,40,0.14810339533263064,0,0,N/A-N/A,N/A-N/A
1,Egipto,Nueva Caledonia,62,1961,2022,37,0.11699344821810585,0,0,N/A-N/A,N/A-N/A
1,Egipto,Nueva Zelandia,62,1961,2022,41,0.4015447538035675,0,0,N/A-N/A,N/A-N/A
1,Egipto,Omán,62,1961,2022,41,0.6309548054634986,0,0,N/A-N/A,N/A-N/A
1,Egipto,Países Bajos (Reino de los),62,1961,2022,41,-0.1378195460769599,0,0,N/A-N/A,N/A-N/A
1,Egipto,Pakistán,62,1961,2022,42,0.523217082465618,0,0,N/A-N/A,N/A-N/A
1,Egipto,Panamá,62,1961,2022,41,0.5053073638800715,0,0,N/A-N/A,N/A-N/A
1,Egipto,Papua Nueva Guinea,62,1961,2022,40,0.5887363714867566,0,0,N/A-N/A,N/A-N/A
1,Egipto,Paraguay,62,1961,2022,41,0.5941081688533646,0,0,N/A-N/A,N/A-N/A
1,Egipto,Perú,62,1961,2022,42,0.6285927059385313,0,0,N/A-N/A,N/A-N/A
1,Egipto,Polonia,62,1961,2022,41,0.007557016377387546,0,0,N/A-N/A,N/A-N/A
1,Egipto,Portugal,62,1961,2022,42,-0.016725606106832488,0,0,N/A-N/A,N/A-N/A
1,Egipto,Qatar,62,1961,2022,41,0.5583522277029379,0,0,N/A-N/A,N/A-N/A
1,Egipto,Reino Unido de Gran Bretaña e Irlanda del Norte,62,1961,2022,41,-0.17705922902607146,0,0,N/A-N/A,N/A-N/A
1,Egipto,República Árabe Siria,62,1961,2022,42,0.3686530550308278,0,0,N/A-N/A,N/A-N/A
1,Egipto,República Centroafricana,62,1961,2022,40,0.4395379547795688,0,0,N/A-N/A,N/A-N/A
1,Egipto,República de Corea,62,1961,2022,42,0.26430374687201635,0,0,N/A-N/A,N/A-N/A
1,Egipto,República Democrática del Congo,62,1961,2022,41,0.4193779746560273,0,0,N/A-N/A,N/A-N/A
1,Egipto,República Democrática Popular Lao,62,1961,2022,40,0.5766447145381052,0,0,N/A-N/A,N/A-N/A
1,Egipto,República Dominicana,62,1961,2022,41,0.5546046297093529,0,0,N/A-N/A,N/A-N/A
1,Egipto,República Popular Democrática de Corea,62,1961,2022,40,-0.06177948612969975,0,0,N/A-N/A,N/A-N/A
1,Egipto,República Unida de Tanzanía,62,1961,2022,41,0.5253084500018624,0,0,N/A-N/A,N/A-N/A
1,Egipto,Rumanía,62,1961,2022,42,-0.09594865308544405,0,0,N/A-N/A,N/A-N/A
1,Egipto,Rwanda,62,1961,2022,40,0.51431940683755,0,0,N/A-N/A,N/A-N/A
1,Egipto,Saint Kitts y Nevis,62,1961,2022,36,0.11097878589577208,0,0,N/A-N/A,N/A-N/A
1,Egipto,Samoa,62,1961,2022,38,0.6465314052573734,0,0,N/A-N/A,N/A-N/A
1,Egipto,San Vicente y las Granadinas,62,1961,2022,39,0.30282946004115036,0,0,N/A-N/A,N/A-N/A
1,Egipto,Santa Lucía,62,1961,2022,39,0.22707881922741097,0,0,N/A-N/A,N/A-N/A
1,Egipto,Santo Tomé y Príncipe,62,1961,2022,39,0.6343270377519066,0,0,N/A-N/A,N/A-N/A
1,Egipto,Senegal,62,1961,2022,42,0.5758819395259703,0,0,N/A-N/A,N/A-N/A
1,Egipto,Seychelles,62,1961,2022,37,0.30430118437935544,0,0,N/A-N/A,N/A-N/A
1,Egipto,Sierra Leona,62,1961,2022,40,0.524334255161328,0,0,N/A-N/A,N/A-N/A
1,Egipto,Singapur,62,1961,2022,38,0.01344590218368874,0,0,N/A-N/A,N/A-N/A
1,Egipto,Somalia,62,1961,2022,40,0.38112234596978756,0,0,N/A-N/A,N/A-N/A
1,Egipto,Sri Lanka,62,1961,2022,41,0.28911561708067546,0,0,N/A-N/A,N/A-N/A
1,Egipto,Sudáfrica,62,1961,2022,41,0.4900647672222361,0,0,N/A-N/A,N/A-N/A
1,Egipto,Sudán (ex),51,1961,2011,41,0.7306075537916368,11,0,2012-2022,N/A-N/A
1,Egipto,Suecia,62,1961,2022,40,-0.061915852351115186,0,0,N/A-N/A,N/A-N/A
1,Egipto,Suiza,62,1961,2022,40,-0.040230232577009126,0,0,N/A-N/A,N/A-N/A
1,Egipto,Suriname,62,1961,2022,41,0.3733967520373017,0,0,N/A-N/A,N/A-N/A
1,Egipto,Tailandia,62,1961,2022,42,0.5105076884694114,0,0,N/A-N/A,N/A-N/A
1,Egipto,Timor-Leste,62,1961,2022,40,0.5262862355104253,0,0,N/A-N/A,N/A-N/A
1,Egipto,Togo,62,1961,2022,41,0.5289703987122664,0,0,N/A-N/A,N/A-N/A
1,Egipto,Trinidad y Tabago,62,1961,2022,42,0.48884081603919305,0,0,N/A-N/A,N/A-N/A
1,Egipto,Túnez,62,1961,2022,41,0.6683609258949365,0,0,N/A-N/A,N/A-N/A
1,Egipto,Türkiye,62,1961,2022,42,0.4131078532787768,0,0,N/A-N/A,N/A-N/A
1,Egipto,Uganda,62,1961,2022,41,0.6108371320518192,0,0,N/A-N/A,N/A-N/A
1,Egipto,Uruguay,62,1961,2022,42,0.559632469673691,0,0,N/A-N/A,N/A-N/A
1,Egipto,Vanuatu,62,1961,2022,37,0.546618240827615,0,0,N/A-N/A,N/A-N/A
1,Egipto,Venezuela (República Bolivariana de),62,1961,2022,42,0.509873823568963,0,0,N/A-N/A,N/A-N/A
1,Egipto,Viet Nam,62,1961,2022,42,0.6654997617713473,0,0,N/A-N/A,N/A-N/A
1,Egipto,Yemen,62,1961,2022,39,0.5305231104422375,0,0,N/A-N/A,N/A-N/A
1,Egipto,Zambia,62,1961,2022,41,0.4649766054899508,0,0,N/A-N/A,N/A-N/A
1,Egipto,Zimbabwe,62,1961,2022,41,0.287349223474751,0,0,N/A-N/A,N/A-N/A
1,Egipto,Mundo,62,1961,2022,42,0.5891217351702662,0,0,N/A-N/A,N/A-N/A
1,Egipto,África,62,1961,2022,42,0.6568111438620667,0,0,N/A-N/A,N/A-N/A
1,Egipto,África oriental,62,1961,2022,42,0.5322293451665058,0,0,N/A-N/A,N/A-N/A
1,Egipto,África central,62,1961,2022,41,0.5952165484557077,0,0,N/A-N/A,N/A-N/A
1,Egipto,África septentrional,62,1961,2022,42,0.7797783313630965,0,0,N/A-N/A,N/A-N/A
1,Egipto,África meridional,62,1961,2022,41,0.5234875832802879,0,0,N/A-N/A,N/A-N/A
1,Egipto,África occidental,62,1961,2022,42,0.5859989744954534,0,0,N/A-N/A,N/A-N/A
1,Egipto,Américas,62,1961,2022,42,0.4892720588980705,0,0,N/A-N/A,N/A-N/A
1,Egipto,América septentrional,62,1961,2022,42,0.14427928281095775,0,0,N/A-N/A,N/A-N/A
1,Egipto,América central,62,1961,2022,42,0.4827210247536132,0,0,N/A-N/A,N/A-N/A
1,Egipto,El Caribe,62,1961,2022,42,0.4385025418871035,0,0,N/A-N/A,N/A-N/A
1,Egipto,América del Sur,62,1961,2022,42,0.5812430549030917,0,0,N/A-N/A,N/A-N/A
1,Egipto,Asia,62,1961,2022,42,0.6399953432443886,0,0,N/A-N/A,N/A-N/A
1,Egipto,Asia oriental,62,1961,2022,42,0.614293304800234,0,0,N/A-N/A,N/A-N/A
1,Egipto,Asia meridional,62,1961,2022,42,0.6235139155378875,0,0,N/A-N/A,N/A-N/A
1,Egipto,Asia sudoriental,62,1961,2022,42,0.6490589031755405,0,0,N/A-N/A,N/A-N/A
1,Egipto,Asia occidental,62,1961,2022,42,0.5714921053679475,0,0,N/A-N/A,N/A-N/A
1,Egipto,Europa,62,1961,2022,42,-0.28434585093180714,0,0,N/A-N/A,N/A-N/A
1,Egipto,Europa oriental,62,1961,2022,42,-0.20204031848702492,0,0,N/A-N/A,N/A-N/A
1,Egipto,Europa septentrional,62,1961,2022,41,-0.15239657011923508,0,0,N/A-N/A,N/A-N/A
1,Egipto,Europa meridional,62,1961,2022,42,-0.012561435793527495,0,0,N/A-N/A,N/A-N/A
1,Egipto,Europa occidental,62,1961,2022,42,-0.25954013929575986,0,0,N/A-N/A,N/A-N/A
1,Egipto,Oceanía,62,1961,2022,42,0.28479414221927074,0,0,N/A-N/A,N/A-N/A
1,Egipto,Australia y Nueva Zelandia,62,1961,2022,42,0.2662895154645187,0,0,N/A-N/A,N/A-N/A
1,Egipto,Melanesia,62,1961,2022,42,0.4978349256025779,0,0,N/A-N/A,N/A-N/A
1,Egipto,Micronesia,62,1961,2022,41,0.33428976734115023,0,0,N/A-N/A,N/A-N/A
1,Egipto,Polinesia,62,1961,2022,39,0.6669099057816221,0,0,N/A-N/A,N/A-N/A
1,Egipto,Unión Europea (27),62,1961,2022,42,-0.08071298159492046,0,0,N/A-N/A,N/A-N/A
1,Egipto,Los países menos desarrollados,62,1961,2022,42,0.6238081074348963,0,0,N/A-N/A,N/A-N/A
1,Egipto,Países sin litoral en vías de desarrollo,62,1961,2022,42,0.6018729462204002,0,0,N/A-N/A,N/A-N/A
1,Egipto,Pequeñas islas en vías de Desarrollo,62,1961,2022,42,0.5294902913918785,0,0,N/A-N/A,N/A-N/A
1,Egipto,Países de bajos ingresos y con déficit de alim.,62,1961,2022,42,0.5832582706468424,0,0,N/A-N/A,N/A-N/A
1,Egipto,Import netos alim en Des,62,1961,2022,42,0.6702608217248949,0,0,N/A-N/A,N/A-N/A
1,Egipto,Países Anexo I,62,1961,2022,42,-0.07411954027351965,0,0,N/A-N/A,N/A-N/A
1,Egipto,Países No-Anexo I,62,1961,2022,42,0.6470501565930188,0,0,N/A-N/A,N/A-N/A
1,Egipto,OECD,62,1961,2022,42,0.03739001314999787,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Emiratos Árabes Unidos,62,1961,2022,37,0.2319162814162033,0,0,N/A-N/A,N/A-N/A
1,El Salvador,España,62,1961,2022,41,0.14629219063451251,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Estados Unidos de América,62,1961,2022,41,0.11200530362865832,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Eswatini,62,1961,2022,41,0.28443218301039097,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Fiji,62,1961,2022,41,0.4580956439204997,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Filipinas,62,1961,2022,41,0.22275578419968672,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Finlandia,62,1961,2022,40,0.1509276063132657,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Francia,62,1961,2022,41,0.1567583951131202,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Gabón,62,1961,2022,41,0.1762455574814822,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Gambia,62,1961,2022,39,0.19990294570002892,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Ghana,62,1961,2022,41,0.08084811135820538,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Granada,62,1961,2022,39,0.09594535700726639,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Grecia,62,1961,2022,41,0.2096883666598178,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Guatemala,62,1961,2022,40,0.23516246465382723,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Guinea,62,1961,2022,40,0.12606810606576027,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Guinea Ecuatorial,62,1961,2022,38,0.16219214557422085,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Guinea-Bissau,62,1961,2022,40,0.15937909543300777,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Guyana,62,1961,2022,40,0.10624253511554407,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Haití,62,1961,2022,40,0.20071984326946557,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Honduras,62,1961,2022,41,0.20650200105552646,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Hungría,62,1961,2022,41,0.009599569366571426,0,0,N/A-N/A,N/A-N/A
1,El Salvador,India,62,1961,2022,41,0.1761731204467179,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Indonesia,62,1961,2022,41,0.11979772530035908,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Irán (República Islámica del),62,1961,2022,41,0.35531598663483,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Iraq,62,1961,2022,41,0.0896548718453754,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Irlanda,62,1961,2022,40,0.15177295918714917,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Islandia,62,1961,2022,39,0.2256317063701427,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Islas Salomón,62,1961,2022,40,0.14317055133191742,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Israel,62,1961,2022,40,0.13930735254607657,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Italia,62,1961,2022,41,0.050686004118806915,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Jamaica,62,1961,2022,41,0.3154895025460616,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Japón,62,1961,2022,41,0.10660711089591908,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Jordania,62,1961,2022,40,0.12366361250135424,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Kenya,62,1961,2022,40,0.13035209425019903,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Kuwait,62,1961,2022,40,0.16869367017442444,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Lesotho,62,1961,2022,39,0.4298893730534432,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Líbano,62,1961,2022,39,0.14712862312802083,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Liberia,62,1961,2022,39,0.13919347716349584,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Libia,62,1961,2022,39,0.1619550520955902,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Madagascar,62,1961,2022,40,0.27373710825600733,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Malasia,62,1961,2022,41,0.3223642070577,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Malawi,62,1961,2022,40,0.09887978488316998,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Malí,62,1961,2022,40,0.09670880263906108,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Malta,62,1961,2022,40,0.3384947309819554,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Marruecos,62,1961,2022,41,0.18466724932002454,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Mauricio,62,1961,2022,40,0.2711052879368299,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Mauritania,62,1961,2022,40,0.08070668377641485,0,0,N/A-N/A,N/A-N/A
1,El Salvador,México,62,1961,2022,41,0.1984630139978956,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Mongolia,62,1961,2022,39,0.029228539923385952,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Mozambique,62,1961,2022,41,0.2145818201997271,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Myanmar,62,1961,2022,41,0.25188619373463805,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Namibia,62,1961,2022,38,0.2964814532487186,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Nepal,62,1961,2022,40,0.1746026767312585,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Nicaragua,62,1961,2022,40,0.16276909089512293,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Níger,62,1961,2022,40,0.07718138833993551,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Nigeria,62,1961,2022,41,0.16495896888377984,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Noruega,62,1961,2022,40,0.15505857288038707,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Nueva Caledonia,62,1961,2022,36,0.2779470258289992,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Nueva Zelandia,62,1961,2022,40,0.31743031799298266,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Omán,62,1961,2022,40,0.22545137788301745,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Países Bajos (Reino de los),62,1961,2022,40,-0.005309990088332599,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Pakistán,62,1961,2022,41,0.1122949024942531,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Panamá,62,1961,2022,40,0.27001892530095595,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Papua Nueva Guinea,62,1961,2022,40,0.23128809192172162,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Paraguay,62,1961,2022,41,0.17177065793876367,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Perú,62,1961,2022,41,0.16240227816614575,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Polonia,62,1961,2022,40,0.1619334104973326,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Portugal,62,1961,2022,41,0.18097923105303054,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Qatar,62,1961,2022,40,0.09418674253539629,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Reino Unido de Gran Bretaña e Irlanda del Norte,62,1961,2022,40,0.0141239530535912,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República Árabe Siria,62,1961,2022,41,0.32923730343832364,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República Centroafricana,62,1961,2022,40,0.2296142300245211,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República de Corea,62,1961,2022,41,0.23180167406789856,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República Democrática del Congo,62,1961,2022,41,0.11914876038373967,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República Democrática Popular Lao,62,1961,2022,40,0.12234871440771508,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República Dominicana,62,1961,2022,41,0.1804365215932251,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República Popular Democrática de Corea,62,1961,2022,40,0.07264788966337941,0,0,N/A-N/A,N/A-N/A
1,El Salvador,República Unida de Tanzanía,62,1961,2022,41,0.14154591379870526,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Rumanía,62,1961,2022,41,0.0650015997415601,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Rwanda,62,1961,2022,40,0.16938041631286455,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Saint Kitts y Nevis,62,1961,2022,36,0.41643675406920655,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Samoa,62,1961,2022,38,0.2803040180584761,0,0,N/A-N/A,N/A-N/A
1,El Salvador,San Vicente y las Granadinas,62,1961,2022,39,0.3999199293093645,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Santa Lucía,62,1961,2022,39,0.27433309607669626,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Santo Tomé y Príncipe,62,1961,2022,39,0.203959277151232,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Senegal,62,1961,2022,41,0.10504055852624694,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Seychelles,62,1961,2022,37,0.31798774308398453,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Sierra Leona,62,1961,2022,40,0.15890710535955788,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Singapur,62,1961,2022,38,0.04157631151477112,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Somalia,62,1961,2022,40,0.12951378601621244,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Sri Lanka,62,1961,2022,41,0.23110201718966702,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Sudáfrica,62,1961,2022,41,0.34516795225753527,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Sudán (ex),51,1961,2011,41,0.3920400584813171,11,0,2012-2022,N/A-N/A
1,El Salvador,Suecia,62,1961,2022,40,0.07036590766897638,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Suiza,62,1961,2022,40,0.20243949748114926,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Suriname,62,1961,2022,41,0.1615325373103923,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Tailandia,62,1961,2022,41,0.3471759559608544,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Timor-Leste,62,1961,2022,40,0.15173277791777234,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Togo,62,1961,2022,41,0.07696804221230039,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Trinidad y Tabago,62,1961,2022,41,0.198801710689886,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Túnez,62,1961,2022,40,0.35955596998887385,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Türkiye,62,1961,2022,41,0.09662714652263929,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Uganda,62,1961,2022,41,0.1712273948388639,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Uruguay,62,1961,2022,41,0.2610051276095362,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Vanuatu,62,1961,2022,37,0.4696652656280188,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Venezuela (República Bolivariana de),62,1961,2022,41,0.21402813407718832,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Viet Nam,62,1961,2022,41,0.1918677560016541,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Yemen,62,1961,2022,39,0.16478128811285903,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Zambia,62,1961,2022,41,0.10886452864051684,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Zimbabwe,62,1961,2022,41,0.17089013055202898,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Mundo,62,1961,2022,41,0.17783157308367917,0,0,N/A-N/A,N/A-N/A
1,El Salvador,África,62,1961,2022,41,0.17536811192063198,0,0,N/A-N/A,N/A-N/A
1,El Salvador,África oriental,62,1961,2022,41,0.15210465341888427,0,0,N/A-N/A,N/A-N/A
1,El Salvador,África central,62,1961,2022,41,0.14764345491459396,0,0,N/A-N/A,N/A-N/A
1,El Salvador,África septentrional,62,1961,2022,41,0.34942459942149556,0,0,N/A-N/A,N/A-N/A
1,El Salvador,África meridional,62,1961,2022,41,0.38759036723966056,0,0,N/A-N/A,N/A-N/A
1,El Salvador,África occidental,62,1961,2022,41,0.11839307147562055,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Américas,62,1961,2022,41,0.17650425003096495,0,0,N/A-N/A,N/A-N/A
1,El Salvador,América septentrional,62,1961,2022,41,0.11848209811167865,0,0,N/A-N/A,N/A-N/A
1,El Salvador,América central,62,1961,2022,41,0.21985603935687517,0,0,N/A-N/A,N/A-N/A
1,El Salvador,El Caribe,62,1961,2022,41,0.2057782423774832,0,0,N/A-N/A,N/A-N/A
1,El Salvador,América del Sur,62,1961,2022,41,0.21371471895178837,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Asia,62,1961,2022,41,0.17622040147264514,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Asia oriental,62,1961,2022,41,0.2514384450665617,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Asia meridional,62,1961,2022,41,0.17849604270242853,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Asia sudoriental,62,1961,2022,41,0.19292814305176145,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Asia occidental,62,1961,2022,41,0.14289571123379374,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Europa,62,1961,2022,41,-0.02041793117903173,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Europa oriental,62,1961,2022,41,-0.009776067628174259,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Europa septentrional,62,1961,2022,40,0.04703458061403187,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Europa meridional,62,1961,2022,41,0.183341007227026,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Europa occidental,62,1961,2022,41,0.07416484225022107,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Oceanía,62,1961,2022,41,0.34974775838163646,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Australia y Nueva Zelandia,62,1961,2022,41,0.3498338860527817,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Melanesia,62,1961,2022,41,0.37616177587825145,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Micronesia,62,1961,2022,41,0.07594575386572926,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Polinesia,62,1961,2022,39,0.23025233028574138,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Unión Europea (27),62,1961,2022,41,0.14369185736139495,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Los países menos desarrollados,62,1961,2022,41,0.1809902269198999,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Países sin litoral en vías de desarrollo,62,1961,2022,41,0.15126840540554606,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Pequeñas islas en vías de Desarrollo,62,1961,2022,41,0.20585039576775782,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Países de bajos ingresos y con déficit de alim.,62,1961,2022,41,0.1420239838247002,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Import netos alim en Des,62,1961,2022,41,0.1804417549356364,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Países Anexo I,62,1961,2022,41,0.10887411685393088,0,0,N/A-N/A,N/A-N/A
1,El Salvador,Países No-Anexo I,62,1961,2022,41,0.21409040887817307,0,0,N/A-N/A,N/A-N/A
1,El Salvador,OECD,62,1961,2022,41,0.20087268960512783,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,España,62,1961,2022,38,0.2529238913795931,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Estados Unidos de América,62,1961,2022,38,0.20364517228705276,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Eswatini,62,1961,2022,37,0.19979679606793002,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Fiji,62,1961,2022,37,0.1192331990807996,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Filipinas,62,1961,2022,38,0.6439448260702224,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Finlandia,62,1961,2022,38,-0.14257164754103188,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Francia,62,1961,2022,38,-0.23115071743679666,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Gabón,62,1961,2022,37,0.5906510632011349,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Gambia,62,1961,2022,35,0.5713225632742325,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Ghana,62,1961,2022,37,0.6205518556943007,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Granada,62,1961,2022,36,0.454741770858099,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Grecia,62,1961,2022,38,-0.2024868107238248,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Guatemala,62,1961,2022,36,0.7617667667520701,0,0,N/A-N/A,N/A-N/A
1,Emiratos Árabes Unidos,Guinea,62,1961,2022,36,0.7700160562009715,0,0,N/A-N/A,N/A-N/A
