Cluster,País_1,País_2,Años_overlap,Años_min_común,Años_max_común,Productos_comunes,Correlación,Años_solo_P1,Años_solo_P2,Rango_solo_P1,Rango_solo_P2
1,Camerún,Estados Unidos de América,62,1961,2022,41,0.12026046178705588,0,0,N/A-N/A,N/A-N/A
1,Camerún,Eswatini,62,1961,2022,41,0.20821567252672493,0,0,N/A-N/A,N/A-N/A
1,Camerún,Fiji,62,1961,2022,41,0.15147362716056173,0,0,N/A-N/A,N/A-N/A
1,Camerún,Filipinas,62,1961,2022,41,0.6014086319644115,0,0,N/A-N/A,N/A-N/A
1,Camerún,Finlandia,62,1961,2022,40,-0.06315756061715129,0,0,N/A-N/A,N/A-N/A
1,Camerún,Francia,62,1961,2022,41,-0.09035850676017083,0,0,N/A-N/A,N/A-N/A
1,Camerún,Gabón,62,1961,2022,41,0.47358272794755985,0,0,N/A-N/A,N/A-N/A
1,Camerún,Gambia,62,1961,2022,39,0.40573759794874636,0,0,N/A-N/A,N/A-N/A
1,Camerún,Ghana,62,1961,2022,41,0.6106773866109533,0,0,N/A-N/A,N/A-N/A
1,Camerún,Granada,62,1961,2022,39,0.2276064528932434,0,0,N/A-N/A,N/A-N/A
1,Camerún,Grecia,62,1961,2022,41,-0.09935424995489542,0,0,N/A-N/A,N/A-N/A
1,Camerún,Guatemala,62,1961,2022,40,0.6695318633020126,0,0,N/A-N/A,N/A-N/A
1,Camerún,Guinea,62,1961,2022,40,0.4985083251784999,0,0,N/A-N/A,N/A-N/A
1,Camerún,Guinea Ecuatorial,62,1961,2022,38,0.500874740899845,0,0,N/A-N/A,N/A-N/A
1,Camerún,Guinea-Bissau,62,1961,2022,40,0.45672029098663636,0,0,N/A-N/A,N/A-N/A
1,Camerún,Guyana,62,1961,2022,40,0.33517005937679534,0,0,N/A-N/A,N/A-N/A
1,Camerún,Haití,62,1961,2022,40,0.4510680296239796,0,0,N/A-N/A,N/A-N/A
1,Camerún,Honduras,62,1961,2022,41,0.5359333452981424,0,0,N/A-N/A,N/A-N/A
1,Camerún,Hungría,62,1961,2022,41,-0.103076833102268,0,0,N/A-N/A,N/A-N/A
1,Camerún,India,62,1961,2022,41,0.40306471094913315,0,0,N/A-N/A,N/A-N/A
1,Camerún,Indonesia,62,1961,2022,41,0.5234135972205531,0,0,N/A-N/A,N/A-N/A
1,Camerún,Irán (República Islámica del),62,1961,2022,41,0.46401133321821136,0,0,N/A-N/A,N/A-N/A
1,Camerún,Iraq,62,1961,2022,41,0.17545674608656509,0,0,N/A-N/A,N/A-N/A
1,Camerún,Irlanda,62,1961,2022,40,0.2353487434753974,0,0,N/A-N/A,N/A-N/A
1,Camerún,Islandia,62,1961,2022,39,0.06999098522981458,0,0,N/A-N/A,N/A-N/A
1,Camerún,Islas Salomón,62,1961,2022,40,0.3096382431734247,0,0,N/A-N/A,N/A-N/A
1,Camerún,Israel,62,1961,2022,40,0.35034851411086904,0,0,N/A-N/A,N/A-N/A
1,Camerún,Italia,62,1961,2022,41,-0.1748135508639274,0,0,N/A-N/A,N/A-N/A
1,Camerún,Jamaica,62,1961,2022,41,0.17059690066643704,0,0,N/A-N/A,N/A-N/A
1,Camerún,Japón,62,1961,2022,41,-0.1325487112236017,0,0,N/A-N/A,N/A-N/A
1,Camerún,Jordania,62,1961,2022,40,0.39978011474717046,0,0,N/A-N/A,N/A-N/A
1,Camerún,Kenya,62,1961,2022,40,0.4955329997669441,0,0,N/A-N/A,N/A-N/A
1,Camerún,Kuwait,62,1961,2022,40,0.5250687263403151,0,0,N/A-N/A,N/A-N/A
1,Camerún,Lesotho,62,1961,2022,39,0.2884325559589938,0,0,N/A-N/A,N/A-N/A
1,Camerún,Líbano,62,1961,2022,39,0.5014464254664791,0,0,N/A-N/A,N/A-N/A
1,Camerún,Liberia,62,1961,2022,39,0.3872608045379324,0,0,N/A-N/A,N/A-N/A
1,Camerún,Libia,62,1961,2022,39,0.31410637974539485,0,0,N/A-N/A,N/A-N/A
1,Camerún,Madagascar,62,1961,2022,40,0.49341262550742704,0,0,N/A-N/A,N/A-N/A
1,Camerún,Malasia,62,1961,2022,41,0.5558399528714468,0,0,N/A-N/A,N/A-N/A
1,Camerún,Malawi,62,1961,2022,40,0.478846494160843,0,0,N/A-N/A,N/A-N/A
1,Camerún,Malí,62,1961,2022,40,0.558394834384605,0,0,N/A-N/A,N/A-N/A
1,Camerún,Malta,62,1961,2022,40,0.13215835099975742,0,0,N/A-N/A,N/A-N/A
1,Camerún,Marruecos,62,1961,2022,41,0.4603766124294907,0,0,N/A-N/A,N/A-N/A
1,Camerún,Mauricio,62,1961,2022,40,0.2968946300658568,0,0,N/A-N/A,N/A-N/A
1,Camerún,Mauritania,62,1961,2022,40,0.5676474787474453,0,0,N/A-N/A,N/A-N/A
1,Camerún,México,62,1961,2022,41,0.4913611429571757,0,0,N/A-N/A,N/A-N/A
1,Camerún,Mongolia,62,1961,2022,39,0.4554035847697305,0,0,N/A-N/A,N/A-N/A
1,Camerún,Mozambique,62,1961,2022,41,0.4291890981049392,0,0,N/A-N/A,N/A-N/A
1,Camerún,Myanmar,62,1961,2022,41,0.5126729359053446,0,0,N/A-N/A,N/A-N/A
1,Camerún,Namibia,62,1961,2022,38,0.37061508400725857,0,0,N/A-N/A,N/A-N/A
1,Camerún,Nepal,62,1961,2022,40,0.5107817486634965,0,0,N/A-N/A,N/A-N/A
1,Camerún,Nicaragua,62,1961,2022,40,0.5536016070704227,0,0,N/A-N/A,N/A-N/A
1,Camerún,Níger,62,1961,2022,40,0.5658815039961543,0,0,N/A-N/A,N/A-N/A
1,Camerún,Nigeria,62,1961,2022,41,0.5951939548579178,0,0,N/A-N/A,N/A-N/A
1,Camerún,Noruega,62,1961,2022,40,0.09842167693208508,0,0,N/A-N/A,N/A-N/A
1,Camerún,Nueva Caledonia,62,1961,2022,36,-0.05142114522381433,0,0,N/A-N/A,N/A-N/A
1,Camerún,Nueva Zelandia,62,1961,2022,40,0.21107072367577134,0,0,N/A-N/A,N/A-N/A
1,Camerún,Omán,62,1961,2022,40,0.5392785916876307,0,0,N/A-N/A,N/A-N/A
1,Camerún,Países Bajos (Reino de los),62,1961,2022,40,-0.10038419310288123,0,0,N/A-N/A,N/A-N/A
1,Camerún,Pakistán,62,1961,2022,41,0.5138301608754037,0,0,N/A-N/A,N/A-N/A
1,Camerún,Panamá,62,1961,2022,40,0.4711626233786609,0,0,N/A-N/A,N/A-N/A
1,Camerún,Papua Nueva Guinea,62,1961,2022,40,0.44138172982214313,0,0,N/A-N/A,N/A-N/A
1,Camerún,Paraguay,62,1961,2022,41,0.5312868682862277,0,0,N/A-N/A,N/A-N/A
1,Camerún,Perú,62,1961,2022,41,0.5173093423742903,0,0,N/A-N/A,N/A-N/A
1,Camerún,Polonia,62,1961,2022,40,0.0668422980868567,0,0,N/A-N/A,N/A-N/A
1,Camerún,Portugal,62,1961,2022,41,0.05341175336601871,0,0,N/A-N/A,N/A-N/A
1,Camerún,Qatar,62,1961,2022,40,0.4528211255614616,0,0,N/A-N/A,N/A-N/A
1,Camerún,Reino Unido de Gran Bretaña e Irlanda del Norte,62,1961,2022,40,-0.13805963200245802,0,0,N/A-N/A,N/A-N/A
1,Camerún,República Árabe Siria,62,1961,2022,41,0.1995748027280185,0,0,N/A-N/A,N/A-N/A
1,Camerún,República Centroafricana,62,1961,2022,40,0.43333872672051715,0,0,N/A-N/A,N/A-N/A
1,Camerún,República de Corea,62,1961,2022,41,0.18302803482225058,0,0,N/A-N/A,N/A-N/A
1,Camerún,República Democrática del Congo,62,1961,2022,41,0.3078297557117973,0,0,N/A-N/A,N/A-N/A
1,Camerún,República Democrática Popular Lao,62,1961,2022,40,0.5341949046311599,0,0,N/A-N/A,N/A-N/A
1,Camerún,República Dominicana,62,1961,2022,41,0.46638545860256464,0,0,N/A-N/A,N/A-N/A
1,Camerún,República Popular Democrática de Corea,62,1961,2022,40,0.07301932273753532,0,0,N/A-N/A,N/A-N/A
1,Camerún,República Unida de Tanzanía,62,1961,2022,41,0.44656610348518117,0,0,N/A-N/A,N/A-N/A
1,Camerún,Rumanía,62,1961,2022,41,-0.06812309976114297,0,0,N/A-N/A,N/A-N/A
1,Camerún,Rwanda,62,1961,2022,40,0.5288253870239532,0,0,N/A-N/A,N/A-N/A
1,Camerún,Saint Kitts y Nevis,62,1961,2022,36,-0.0013367000091451804,0,0,N/A-N/A,N/A-N/A
1,Camerún,Samoa,62,1961,2022,38,0.48868087912406055,0,0,N/A-N/A,N/A-N/A
1,Camerún,San Vicente y las Granadinas,62,1961,2022,39,0.021598372363165752,0,0,N/A-N/A,N/A-N/A
1,Camerún,Santa Lucía,62,1961,2022,39,0.23045994603082365,0,0,N/A-N/A,N/A-N/A
1,Camerún,Santo Tomé y Príncipe,62,1961,2022,39,0.4620821108853703,0,0,N/A-N/A,N/A-N/A
1,Camerún,Senegal,62,1961,2022,41,0.5853833900834831,0,0,N/A-N/A,N/A-N/A
1,Camerún,Seychelles,62,1961,2022,37,0.1902933956407294,0,0,N/A-N/A,N/A-N/A
1,Camerún,Sierra Leona,62,1961,2022,40,0.46750354387822346,0,0,N/A-N/A,N/A-N/A
1,Camerún,Singapur,62,1961,2022,38,-0.03528990535054219,0,0,N/A-N/A,N/A-N/A
1,Camerún,Somalia,62,1961,2022,40,0.31132479222791826,0,0,N/A-N/A,N/A-N/A
1,Camerún,Sri Lanka,62,1961,2022,41,0.32491087491376264,0,0,N/A-N/A,N/A-N/A
1,Camerún,Sudáfrica,62,1961,2022,41,0.31228491298556565,0,0,N/A-N/A,N/A-N/A
1,Camerún,Sudán (ex),51,1961,2011,41,0.5859750533229358,11,0,2012-2022,N/A-N/A
1,Camerún,Suecia,62,1961,2022,40,-0.01761470586311947,0,0,N/A-N/A,N/A-N/A
1,Camerún,Suiza,62,1961,2022,40,-0.12521386045814412,0,0,N/A-N/A,N/A-N/A
1,Camerún,Suriname,62,1961,2022,41,0.2847841155824457,0,0,N/A-N/A,N/A-N/A
1,Camerún,Tailandia,62,1961,2022,41,0.3210067194071479,0,0,N/A-N/A,N/A-N/A
1,Camerún,Timor-Leste,62,1961,2022,40,0.40922265432116384,0,0,N/A-N/A,N/A-N/A
1,Camerún,Togo,62,1961,2022,41,0.6557166922133949,0,0,N/A-N/A,N/A-N/A
1,Camerún,Trinidad y Tabago,62,1961,2022,41,0.3196571255787503,0,0,N/A-N/A,N/A-N/A
1,Camerún,Túnez,62,1961,2022,40,0.4507218539612983,0,0,N/A-N/A,N/A-N/A
1,Camerún,Türkiye,62,1961,2022,41,0.39492875371628705,0,0,N/A-N/A,N/A-N/A
1,Camerún,Uganda,62,1961,2022,41,0.5421619598602254,0,0,N/A-N/A,N/A-N/A
1,Camerún,Uruguay,62,1961,2022,41,0.3343107546451279,0,0,N/A-N/A,N/A-N/A
1,Camerún,Vanuatu,62,1961,2022,37,0.3063338013006883,0,0,N/A-N/A,N/A-N/A
1,Camerún,Venezuela (República Bolivariana de),62,1961,2022,41,0.5082345835506596,0,0,N/A-N/A,N/A-N/A
1,Camerún,Viet Nam,62,1961,2022,41,0.5419442770176499,0,0,N/A-N/A,N/A-N/A
1,Camerún,Yemen,62,1961,2022,39,0.39539761703478415,0,0,N/A-N/A,N/A-N/A
1,Camerún,Zambia,62,1961,2022,41,0.393962229583227,0,0,N/A-N/A,N/A-N/A
1,Camerún,Zimbabwe,62,1961,2022,41,0.2895257484943646,0,0,N/A-N/A,N/A-N/A
1,Camerún,Mundo,62,1961,2022,41,0.5702020705579343,0,0,N/A-N/A,N/A-N/A
1,Camerún,África,62,1961,2022,41,0.5620998689902168,0,0,N/A-N/A,N/A-N/A
1,Camerún,África oriental,62,1961,2022,41,0.43367631715269755,0,0,N/A-N/A,N/A-N/A
1,Camerún,África central,62,1961,2022,41,0.5910141582699654,0,0,N/A-N/A,N/A-N/A
1,Camerún,África septentrional,62,1961,2022,41,0.5568021042747304,0,0,N/A-N/A,N/A-N/A
1,Camerún,África meridional,62,1961,2022,41,0.27751125971020313,0,0,N/A-N/A,N/A-N/A
1,Camerún,África occidental,62,1961,2022,41,0.6433323106030284,0,0,N/A-N/A,N/A-N/A
1,Camerún,Américas,62,1961,2022,41,0.5704857605973036,0,0,N/A-N/A,N/A-N/A
1,Camerún,América septentrional,62,1961,2022,41,0.15052589219431423,0,0,N/A-N/A,N/A-N/A
1,Camerún,América central,62,1961,2022,41,0.5343012523645692,0,0,N/A-N/A,N/A-N/A
1,Camerún,El Caribe,62,1961,2022,41,0.2725858101808989,0,0,N/A-N/A,N/A-N/A
1,Camerún,América del Sur,62,1961,2022,41,0.6444963559106458,0,0,N/A-N/A,N/A-N/A
1,Camerún,Asia,62,1961,2022,41,0.5569755444935672,0,0,N/A-N/A,N/A-N/A
1,Camerún,Asia oriental,62,1961,2022,41,0.4721742026802277,0,0,N/A-N/A,N/A-N/A
1,Camerún,Asia meridional,62,1961,2022,41,0.4244144821674678,0,0,N/A-N/A,N/A-N/A
1,Camerún,Asia sudoriental,62,1961,2022,41,0.5642471284374889,0,0,N/A-N/A,N/A-N/A
1,Camerún,Asia occidental,62,1961,2022,41,0.4711258623147253,0,0,N/A-N/A,N/A-N/A
1,Camerún,Europa,62,1961,2022,41,-0.17201661535960674,0,0,N/A-N/A,N/A-N/A
1,Camerún,Europa oriental,62,1961,2022,41,-0.12145167778638546,0,0,N/A-N/A,N/A-N/A
1,Camerún,Europa septentrional,62,1961,2022,40,-0.08262075916221015,0,0,N/A-N/A,N/A-N/A
1,Camerún,Europa meridional,62,1961,2022,41,-0.08437789443816186,0,0,N/A-N/A,N/A-N/A
1,Camerún,Europa occidental,62,1961,2022,41,-0.20748878418071431,0,0,N/A-N/A,N/A-N/A
1,Camerún,Oceanía,62,1961,2022,41,0.2318816650044802,0,0,N/A-N/A,N/A-N/A
1,Camerún,Australia y Nueva Zelandia,62,1961,2022,41,0.2226041347607254,0,0,N/A-N/A,N/A-N/A
1,Camerún,Melanesia,62,1961,2022,41,0.2862999845432038,0,0,N/A-N/A,N/A-N/A
1,Camerún,Micronesia,62,1961,2022,41,0.3934797929651089,0,0,N/A-N/A,N/A-N/A
1,Camerún,Polinesia,62,1961,2022,39,0.48551886929092014,0,0,N/A-N/A,N/A-N/A
1,Camerún,Unión Europea (27),62,1961,2022,41,-0.04048847507764999,0,0,N/A-N/A,N/A-N/A
1,Camerún,Los países menos desarrollados,62,1961,2022,41,0.5202423094972535,0,0,N/A-N/A,N/A-N/A
1,Camerún,Países sin litoral en vías de desarrollo,62,1961,2022,41,0.48641143616934085,0,0,N/A-N/A,N/A-N/A
1,Camerún,Pequeñas islas en vías de Desarrollo,62,1961,2022,41,0.3580820908219842,0,0,N/A-N/A,N/A-N/A
1,Camerún,Países de bajos ingresos y con déficit de alim.,62,1961,2022,41,0.5283253743219111,0,0,N/A-N/A,N/A-N/A
1,Camerún,Import netos alim en Des,62,1961,2022,41,0.5423409329854602,0,0,N/A-N/A,N/A-N/A
1,Camerún,Países Anexo I,62,1961,2022,41,0.0112010354522094,0,0,N/A-N/A,N/A-N/A
1,Camerún,Países No-Anexo I,62,1961,2022,41,0.6099660574180438,0,0,N/A-N/A,N/A-N/A
1,Camerún,OECD,62,1961,2022,41,0.10792455272982066,0,0,N/A-N/A,N/A-N/A
1,Canadá,Chad,62,1961,2022,39,0.3825842252599383,0,0,N/A-N/A,N/A-N/A
1,Canadá,Chile,62,1961,2022,41,0.43585229447562285,0,0,N/A-N/A,N/A-N/A
1,Canadá,China,62,1961,2022,41,0.46295409667662796,0,0,N/A-N/A,N/A-N/A
1,Canadá,"China, Continental",62,1961,2022,41,0.4648452552422549,0,0,N/A-N/A,N/A-N/A
1,Canadá,"China, RAE de Hong Kong",62,1961,2022,38,-0.01660611882275854,0,0,N/A-N/A,N/A-N/A
1,Canadá,"China, Taiwán provincia de",62,1961,2022,39,0.18212483093630796,0,0,N/A-N/A,N/A-N/A
1,Canadá,Chipre,62,1961,2022,40,0.2572216517709828,0,0,N/A-N/A,N/A-N/A
1,Canadá,Colombia,62,1961,2022,41,0.3636365292294719,0,0,N/A-N/A,N/A-N/A
1,Canadá,Comoras,62,1961,2022,39,0.20777711823614886,0,0,N/A-N/A,N/A-N/A
1,Canadá,Congo,62,1961,2022,39,0.32212302430320544,0,0,N/A-N/A,N/A-N/A
1,Canadá,Costa Rica,62,1961,2022,40,0.1791282652516155,0,0,N/A-N/A,N/A-N/A
1,Canadá,Côte d'Ivoire,62,1961,2022,40,0.36149103053439124,0,0,N/A-N/A,N/A-N/A
1,Canadá,Cuba,62,1961,2022,41,-0.04376597566154553,0,0,N/A-N/A,N/A-N/A
1,Canadá,Dinamarca,62,1961,2022,40,0.034171267884413145,0,0,N/A-N/A,N/A-N/A
1,Canadá,Djibouti,62,1961,2022,39,0.45459467349890603,0,0,N/A-N/A,N/A-N/A
1,Canadá,Dominica,62,1961,2022,38,0.16157352256540267,0,0,N/A-N/A,N/A-N/A
1,Canadá,Ecuador,62,1961,2022,39,0.41913869778631363,0,0,N/A-N/A,N/A-N/A
1,Canadá,Egipto,62,1961,2022,41,0.432505436059031,0,0,N/A-N/A,N/A-N/A
1,Canadá,El Salvador,62,1961,2022,40,0.26905879053334203,0,0,N/A-N/A,N/A-N/A
1,Canadá,Emiratos Árabes Unidos,62,1961,2022,38,0.4028770643418175,0,0,N/A-N/A,N/A-N/A
1,Canadá,España,62,1961,2022,41,0.40641245029217943,0,0,N/A-N/A,N/A-N/A
1,Canadá,Estados Unidos de América,62,1961,2022,41,0.40781310050644076,0,0,N/A-N/A,N/A-N/A
1,Canadá,Eswatini,62,1961,2022,40,0.2217088529759485,0,0,N/A-N/A,N/A-N/A
1,Canadá,Fiji,62,1961,2022,40,0.21748459574737145,0,0,N/A-N/A,N/A-N/A
1,Canadá,Filipinas,62,1961,2022,41,0.45138961766713814,0,0,N/A-N/A,N/A-N/A
1,Canadá,Finlandia,62,1961,2022,41,0.1636231706389531,0,0,N/A-N/A,N/A-N/A
1,Canadá,Francia,62,1961,2022,41,0.14721592436053915,0,0,N/A-N/A,N/A-N/A
1,Canadá,Gabón,62,1961,2022,40,0.3620880564455521,0,0,N/A-N/A,N/A-N/A
1,Canadá,Gambia,62,1961,2022,38,0.32793794713438795,0,0,N/A-N/A,N/A-N/A
1,Canadá,Ghana,62,1961,2022,40,0.40263328759396566,0,0,N/A-N/A,N/A-N/A
1,Canadá,Granada,62,1961,2022,39,0.24257802853686683,0,0,N/A-N/A,N/A-N/A
1,Canadá,Grecia,62,1961,2022,41,0.18500939985041384,0,0,N/A-N/A,N/A-N/A
1,Canadá,Guatemala,62,1961,2022,39,0.442691477727044,0,0,N/A-N/A,N/A-N/A
1,Canadá,Guinea,62,1961,2022,39,0.3362494987624311,0,0,N/A-N/A,N/A-N/A
1,Canadá,Guinea Ecuatorial,62,1961,2022,38,0.3428798926993206,0,0,N/A-N/A,N/A-N/A
1,Canadá,Guinea-Bissau,62,1961,2022,39,0.31029678967730306,0,0,N/A-N/A,N/A-N/A
1,Canadá,Guyana,62,1961,2022,39,0.2998380487751955,0,0,N/A-N/A,N/A-N/A
1,Canadá,Haití,62,1961,2022,39,0.3619329814183218,0,0,N/A-N/A,N/A-N/A
1,Canadá,Honduras,62,1961,2022,40,0.38456929608857526,0,0,N/A-N/A,N/A-N/A
1,Canadá,Hungría,62,1961,2022,41,0.0752955382366542,0,0,N/A-N/A,N/A-N/A
1,Canadá,India,62,1961,2022,41,0.3416335043361341,0,0,N/A-N/A,N/A-N/A
1,Canadá,Indonesia,62,1961,2022,41,0.364117791740797,0,0,N/A-N/A,N/A-N/A
1,Canadá,Irán (República Islámica del),62,1961,2022,41,0.3486426893347576,0,0,N/A-N/A,N/A-N/A
1,Canadá,Iraq,62,1961,2022,41,0.06355974447721291,0,0,N/A-N/A,N/A-N/A
1,Canadá,Irlanda,62,1961,2022,40,0.3941339970588099,0,0,N/A-N/A,N/A-N/A
1,Canadá,Islandia,62,1961,2022,39,0.16019619848658412,0,0,N/A-N/A,N/A-N/A
1,Canadá,Islas Salomón,62,1961,2022,39,0.2817493435243167,0,0,N/A-N/A,N/A-N/A
1,Canadá,Israel,62,1961,2022,41,0.38233454065473516,0,0,N/A-N/A,N/A-N/A
1,Canadá,Italia,62,1961,2022,41,0.07964878667065248,0,0,N/A-N/A,N/A-N/A
1,Canadá,Jamaica,62,1961,2022,40,0.1265377575748698,0,0,N/A-N/A,N/A-N/A
1,Canadá,Japón,62,1961,2022,41,0.015311675488851699,0,0,N/A-N/A,N/A-N/A
1,Canadá,Jordania,62,1961,2022,41,0.3252066081726275,0,0,N/A-N/A,N/A-N/A
1,Canadá,Kenya,62,1961,2022,39,0.3841085980367394,0,0,N/A-N/A,N/A-N/A
1,Canadá,Kuwait,62,1961,2022,41,0.3605576758727562,0,0,N/A-N/A,N/A-N/A
1,Canadá,Lesotho,62,1961,2022,39,0.24167798811028748,0,0,N/A-N/A,N/A-N/A
1,Canadá,Líbano,62,1961,2022,40,0.35943950282660947,0,0,N/A-N/A,N/A-N/A
1,Canadá,Liberia,62,1961,2022,38,0.32219256404414676,0,0,N/A-N/A,N/A-N/A
1,Canadá,Libia,62,1961,2022,40,0.28602218173220917,0,0,N/A-N/A,N/A-N/A
1,Canadá,Madagascar,62,1961,2022,39,0.2883921942928357,0,0,N/A-N/A,N/A-N/A
1,Canadá,Malasia,62,1961,2022,41,0.4811062788444566,0,0,N/A-N/A,N/A-N/A
1,Canadá,Malawi,62,1961,2022,40,0.3349056063963671,0,0,N/A-N/A,N/A-N/A
1,Canadá,Malí,62,1961,2022,39,0.35504764474548006,0,0,N/A-N/A,N/A-N/A
1,Canadá,Malta,62,1961,2022,40,0.2818705167068733,0,0,N/A-N/A,N/A-N/A
1,Canadá,Marruecos,62,1961,2022,41,0.2569678626801731,0,0,N/A-N/A,N/A-N/A
1,Canadá,Mauricio,62,1961,2022,39,0.3222017407993047,0,0,N/A-N/A,N/A-N/A
1,Canadá,Mauritania,62,1961,2022,39,0.35763350130797483,0,0,N/A-N/A,N/A-N/A
1,Canadá,México,62,1961,2022,41,0.44917172134245636,0,0,N/A-N/A,N/A-N/A
1,Canadá,Mongolia,62,1961,2022,39,0.3285326976001128,0,0,N/A-N/A,N/A-N/A
1,Canadá,Mozambique,62,1961,2022,40,0.335523838449312,0,0,N/A-N/A,N/A-N/A
1,Canadá,Myanmar,62,1961,2022,41,0.3547474602140401,0,0,N/A-N/A,N/A-N/A
1,Canadá,Namibia,62,1961,2022,38,0.4028337376267582,0,0,N/A-N/A,N/A-N/A
1,Canadá,Nepal,62,1961,2022,39,0.41357020684810325,0,0,N/A-N/A,N/A-N/A
1,Canadá,Nicaragua,62,1961,2022,39,0.3764042983714892,0,0,N/A-N/A,N/A-N/A
1,Canadá,Níger,62,1961,2022,39,0.35546639102936106,0,0,N/A-N/A,N/A-N/A
1,Canadá,Nigeria,62,1961,2022,41,0.4308902196592458,0,0,N/A-N/A,N/A-N/A
1,Canadá,Noruega,62,1961,2022,40,0.29640500850044954,0,0,N/A-N/A,N/A-N/A
1,Canadá,Nueva Caledonia,62,1961,2022,37,0.03466020361384186,0,0,N/A-N/A,N/A-N/A
1,Canadá,Nueva Zelandia,62,1961,2022,41,0.373651610668019,0,0,N/A-N/A,N/A-N/A
1,Canadá,Omán,62,1961,2022,41,0.3847476270565096,0,0,N/A-N/A,N/A-N/A
1,Canadá,Países Bajos (Reino de los),62,1961,2022,41,-0.014352784430906141,0,0,N/A-N/A,N/A-N/A
1,Canadá,Pakistán,62,1961,2022,41,0.40032983131176,0,0,N/A-N/A,N/A-N/A
1,Canadá,Panamá,62,1961,2022,40,0.2848182405943764,0,0,N/A-N/A,N/A-N/A
1,Canadá,Papua Nueva Guinea,62,1961,2022,39,0.4083555805667272,0,0,N/A-N/A,N/A-N/A
1,Canadá,Paraguay,62,1961,2022,40,0.3733293641624406,0,0,N/A-N/A,N/A-N/A
1,Canadá,Perú,62,1961,2022,41,0.36970043944077363,0,0,N/A-N/A,N/A-N/A
1,Canadá,Polonia,62,1961,2022,41,0.06811398106737289,0,0,N/A-N/A,N/A-N/A
1,Canadá,Portugal,62,1961,2022,41,0.1917025313466366,0,0,N/A-N/A,N/A-N/A
1,Canadá,Qatar,62,1961,2022,41,0.3050492012616198,0,0,N/A-N/A,N/A-N/A
1,Canadá,Reino Unido de Gran Bretaña e Irlanda del Norte,62,1961,2022,41,0.09343692927075753,0,0,N/A-N/A,N/A-N/A
1,Canadá,República Árabe Siria,62,1961,2022,41,0.20509446285155208,0,0,N/A-N/A,N/A-N/A
1,Canadá,República Centroafricana,62,1961,2022,39,0.27720322220734134,0,0,N/A-N/A,N/A-N/A
1,Canadá,República de Corea,62,1961,2022,41,0.1333911753801718,0,0,N/A-N/A,N/A-N/A
1,Canadá,República Democrática del Congo,62,1961,2022,40,0.1884072386989138,0,0,N/A-N/A,N/A-N/A
1,Canadá,República Democrática Popular Lao,62,1961,2022,39,0.3603288072418166,0,0,N/A-N/A,N/A-N/A
1,Canadá,República Dominicana,62,1961,2022,40,0.37765115436655133,0,0,N/A-N/A,N/A-N/A
1,Canadá,República Popular Democrática de Corea,62,1961,2022,39,-0.032505983771869994,0,0,N/A-N/A,N/A-N/A
1,Canadá,República Unida de Tanzanía,62,1961,2022,40,0.28000658823978153,0,0,N/A-N/A,N/A-N/A
1,Canadá,Rumanía,62,1961,2022,41,0.028683126821491024,0,0,N/A-N/A,N/A-N/A
1,Canadá,Rwanda,62,1961,2022,39,0.3881038254750462,0,0,N/A-N/A,N/A-N/A
1,Canadá,Saint Kitts y Nevis,62,1961,2022,36,0.13150064253763066,0,0,N/A-N/A,N/A-N/A
1,Canadá,Samoa,62,1961,2022,38,0.3658555049004617,0,0,N/A-N/A,N/A-N/A
1,Canadá,San Vicente y las Granadinas,62,1961,2022,39,0.1642567799879839,0,0,N/A-N/A,N/A-N/A
1,Canadá,Santa Lucía,62,1961,2022,39,0.2203657246044601,0,0,N/A-N/A,N/A-N/A
1,Canadá,Santo Tomé y Príncipe,62,1961,2022,39,0.4342774012275758,0,0,N/A-N/A,N/A-N/A
1,Canadá,Senegal,62,1961,2022,41,0.43690765172343476,0,0,N/A-N/A,N/A-N/A
1,Canadá,Seychelles,62,1961,2022,37,0.19415996410393677,0,0,N/A-N/A,N/A-N/A
1,Canadá,Sierra Leona,62,1961,2022,39,0.3121012460507345,0,0,N/A-N/A,N/A-N/A
1,Canadá,Singapur,62,1961,2022,38,-0.07230664340523682,0,0,N/A-N/A,N/A-N/A
1,Canadá,Somalia,62,1961,2022,39,0.253805888639828,0,0,N/A-N/A,N/A-N/A
1,Canadá,Sri Lanka,62,1961,2022,40,0.12697323876102726,0,0,N/A-N/A,N/A-N/A
1,Canadá,Sudáfrica,62,1961,2022,40,0.3982732830361756,0,0,N/A-N/A,N/A-N/A
1,Canadá,Sudán (ex),51,1961,2011,40,0.5830989895756331,11,0,2012-2022,N/A-N/A
1,Canadá,Suecia,62,1961,2022,40,0.19530100888363722,0,0,N/A-N/A,N/A-N/A
1,Canadá,Suiza,62,1961,2022,40,0.10182322151177711,0,0,N/A-N/A,N/A-N/A
1,Canadá,Suriname,62,1961,2022,40,0.26864457876895864,0,0,N/A-N/A,N/A-N/A
1,Canadá,Tailandia,62,1961,2022,41,0.21204493064741894,0,0,N/A-N/A,N/A-N/A
1,Canadá,Timor-Leste,62,1961,2022,39,0.39734718046103895,0,0,N/A-N/A,N/A-N/A
1,Canadá,Togo,62,1961,2022,40,0.4006391213303177,0,0,N/A-N/A,N/A-N/A
1,Canadá,Trinidad y Tabago,62,1961,2022,41,0.38183667932185517,0,0,N/A-N/A,N/A-N/A
