País,Año_min,Año_max,Años_span,Años_únicos,Continuidad_%,N_productos,N_elementos,N_combos_prod_elem,Cobertura_productos_%,Cobertura_elementos_%,Registros_totales,Densidad_datos_%,Registros_pre1990,Registros_post1990,Tiene_pre1990,Tiene_post1990,Cluster
El Caribe,1961,2022,62,62,100.0,42,9,229,97.67441860465115,100.0,9825,69.19988730807157,2088,7737,True,True,1
Côte d'Ivoire,1961,2022,62,62,100.0,41,9,219,95.34883720930233,100.0,9394,69.18544704669318,1972,7422,True,True,1
"China, Continental",1961,2022,62,62,100.0,42,9,232,97.67441860465115,100.0,9951,69.18103448275862,2088,7863,True,True,1
Dominica,1961,2022,62,62,100.0,38,9,207,88.37209302325581,100.0,8876,69.16004363409694,1914,6962,True,True,1
República Centroafricana,1961,2022,62,62,100.0,40,9,213,93.02325581395348,100.0,9133,69.15795850371043,1972,7161,True,True,1
América central,1961,2022,62,62,100.0,42,9,227,97.67441860465115,100.0,9731,69.14167969305102,2030,7701,True,True,1
América del Sur,1961,2022,62,62,100.0,42,9,226,97.67441860465115,100.0,9686,69.12646303168712,2030,7656,True,True,1
Europa septentrional,1961,2022,62,62,100.0,41,9,227,95.34883720930233,100.0,9723,69.08483728861731,2001,7722,True,True,1
Mauricio,1961,2022,62,62,100.0,40,9,216,93.02325581395348,100.0,9246,69.04121863799283,1980,7266,True,True,1
Afganistán,1961,2022,62,62,100.0,40,9,216,93.02325581395348,100.0,9245,69.03375149342891,2088,7157,True,True,1
Congo,1961,2022,62,62,100.0,40,9,214,93.02325581395348,100.0,9158,69.02321374736208,2001,7157,True,True,1
Túnez,1961,2022,62,62,100.0,41,9,222,95.34883720930233,100.0,9499,69.0133682069166,1914,7585,True,True,1
Mozambique,1961,2022,62,62,100.0,41,9,220,95.34883720930233,100.0,9413,69.01026392961876,2001,7412,True,True,1
Belice,1961,2022,62,62,100.0,40,9,216,93.02325581395348,100.0,9235,68.95908004778973,2001,7234,True,True,1
Mauritania,1961,2022,62,62,100.0,40,9,216,93.02325581395348,100.0,9234,68.95161290322581,2030,7204,True,True,1
Guatemala,1961,2022,62,62,100.0,40,9,218,93.02325581395348,100.0,9319,68.94791358390057,2030,7289,True,True,1
Ecuador,1961,2022,62,62,100.0,40,9,218,93.02325581395348,100.0,9318,68.94051494525007,2030,7288,True,True,1
Gambia,1961,2022,62,62,100.0,39,9,204,90.69767441860465,100.0,8717,68.91998734977862,1943,6774,True,True,1
Uruguay,1961,2022,62,62,100.0,42,9,226,97.67441860465115,100.0,9652,68.88381387382245,2030,7622,True,True,1
Sierra Leona,1961,2022,62,62,100.0,40,9,211,93.02325581395348,100.0,9009,68.86561687815319,1972,7037,True,True,1
Argelia,1961,2022,62,62,100.0,42,9,229,97.67441860465115,100.0,9774,68.84068178616707,2088,7686,True,True,1
Papua Nueva Guinea,1961,2022,62,62,100.0,40,9,212,93.02325581395348,100.0,9048,68.83749239196591,1972,7076,True,True,1
Camerún,1961,2022,62,62,100.0,41,9,219,95.34883720930233,100.0,9346,68.83193401089999,1972,7374,True,True,1
Chad,1961,2022,62,62,100.0,40,9,213,93.02325581395348,100.0,9077,68.73390882932,1972,7105,True,True,1
Guinea,1961,2022,62,62,100.0,40,9,216,93.02325581395348,100.0,9195,68.66039426523297,2030,7165,True,True,1
Botswana,1961,2022,62,62,100.0,40,9,216,93.02325581395348,100.0,9191,68.6305256869773,1885,7306,True,True,1
Guinea-Bissau,1961,2022,62,62,100.0,40,9,210,93.02325581395348,100.0,8931,68.59447004608295,1943,6988,True,True,1
Burkina Faso,1961,2022,62,62,100.0,40,9,214,93.02325581395348,100.0,9094,68.54085016581249,2001,7093,True,True,1
San Vicente y las Granadinas,1961,2022,62,62,100.0,39,9,210,90.69767441860465,100.0,8922,68.52534562211981,1885,7037,True,True,1
Bangladesh,1961,2022,62,62,100.0,42,9,224,97.67441860465115,100.0,9516,68.51958525345621,2001,7515,True,True,1
Níger,1961,2022,62,62,100.0,40,9,213,93.02325581395348,100.0,9043,68.4764500984401,1972,7071,True,True,1
Perú,1961,2022,62,62,100.0,42,9,226,97.67441860465115,100.0,9593,68.46274621752784,2030,7563,True,True,1
República Democrática Popular Lao,1961,2022,62,62,100.0,40,9,212,93.02325581395348,100.0,8997,68.4494826536823,1972,7025,True,True,1
Panamá,1961,2022,62,62,100.0,41,9,220,95.34883720930233,100.0,9326,68.37243401759531,2030,7296,True,True,1
Somalia,1961,2022,62,62,100.0,40,9,209,93.02325581395348,100.0,8859,68.3670319493749,1974,6885,True,True,1
Nepal,1961,2022,62,62,100.0,40,9,211,93.02325581395348,100.0,8943,68.36110686439383,1943,7000,True,True,1
Líbano,1961,2022,62,62,100.0,40,9,218,93.02325581395348,100.0,9237,68.34122521456052,1943,7294,True,True,1
Uganda,1961,2022,62,62,100.0,41,9,216,95.34883720930233,100.0,9149,68.31690561529271,1943,7206,True,True,1
Zambia,1961,2022,62,62,100.0,41,9,222,95.34883720930233,100.0,9403,68.315896541703,2009,7394,True,True,1
Nicaragua,1961,2022,62,62,100.0,40,9,215,93.02325581395348,100.0,9105,68.304576144036,1972,7133,True,True,1
Liberia,1961,2022,62,62,100.0,39,9,204,90.69767441860465,100.0,8636,68.27956989247312,1943,6693,True,True,1
Lesotho,1961,2022,62,62,100.0,39,9,211,90.69767441860465,100.0,8928,68.24644549763033,1914,7014,True,True,1
Arabia Saudita,1961,2022,62,62,100.0,42,9,226,97.67441860465115,100.0,9561,68.23437053953754,1974,7587,True,True,1
Bhután,1961,2022,62,62,100.0,40,9,213,93.02325581395348,100.0,9007,68.20384673633197,1972,7035,True,True,1
Nigeria,1961,2022,62,62,100.0,42,9,224,97.67441860465115,100.0,9468,68.17396313364056,2030,7438,True,True,1
"China, Taiwán provincia de",1961,2022,62,62,100.0,40,9,223,93.02325581395348,100.0,9423,68.15420222768697,1914,7509,True,True,1
Bolivia (Estado Plurinacional de),1961,2022,62,62,100.0,42,9,224,97.67441860465115,100.0,9465,68.15236175115207,2001,7464,True,True,1
Sri Lanka,1961,2022,62,62,100.0,41,9,220,95.34883720930233,100.0,9295,68.14516129032258,1972,7323,True,True,1
Egipto,1961,2022,62,62,100.0,42,9,226,97.67441860465115,100.0,9548,68.14159292035397,2030,7518,True,True,1
Yemen,1961,2022,62,62,100.0,39,9,213,90.69767441860465,100.0,8998,68.13569589580494,1885,7113,True,True,1
Santo Tomé y Príncipe,1961,2022,62,62,100.0,39,9,213,90.69767441860465,100.0,8997,68.12812358019083,1943,7054,True,True,1
Saint Kitts y Nevis,1961,2022,62,62,100.0,36,9,190,83.72093023255815,100.0,8021,68.08998302207131,1885,6136,True,True,1
Granada,1961,2022,62,62,100.0,39,9,218,90.69767441860465,100.0,9195,68.03048239124001,2001,7194,True,True,1
Malawi,1961,2022,62,62,100.0,41,9,217,95.34883720930233,100.0,9148,67.99464843169318,1972,7176,True,True,1
Barbados,1961,2022,62,62,100.0,39,9,208,90.69767441860465,100.0,8762,67.94354838709677,1856,6906,True,True,1
El Salvador,1961,2022,62,62,100.0,41,9,221,95.34883720930233,100.0,9309,67.93898700919574,1972,7337,True,True,1
Jordania,1961,2022,62,62,100.0,41,9,222,95.34883720930233,100.0,9351,67.93809938971229,1914,7437,True,True,1
Venezuela (República Bolivariana de),1961,2022,62,62,100.0,42,9,225,97.67441860465115,100.0,9474,67.91397849462366,2030,7444,True,True,1
Rwanda,1961,2022,62,62,100.0,40,9,214,93.02325581395348,100.0,9005,67.87006331022008,1983,7022,True,True,1
Honduras,1961,2022,62,62,100.0,41,9,223,95.34883720930233,100.0,9378,67.82872848256906,2001,7377,True,True,1
Cabo Verde,1961,2022,62,62,100.0,39,9,211,90.69767441860465,100.0,8862,67.74193548387096,1914,6948,True,True,1
Omán,1961,2022,62,62,100.0,41,9,224,95.34883720930233,100.0,9405,67.72033410138249,1943,7462,True,True,1
